Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
26,Male,United Kingdom,Yes,No,Yes,Rarely,1-5,Yes,No,Not sure,Don't know,Don't know,Don't know,Medium,No,No,Yes,Yes,Maybe,Maybe,Yes,No
33,Male,United States,No,Yes,Yes,Often,6-25,Yes,No,Yes,No,No,Don't know,Difficult,Yes,No,Some of them,Yes,No,Maybe,No,No
34,Male,United Kingdom,No,No,No,Sometimes,6-25,Yes,No,No,No,No,No,Medium,Yes,Maybe,No,No,No,Yes,No,Yes
35,Male,United States,No,Yes,Yes,Sometimes,6-25,No,Yes,Yes,No,No,Don't know,Medium,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
39,Male,United States,No,No,No,Sometimes,1-5,Yes,No,Yes,No,No,Don't know,Difficult,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,No,No
32,Male,Germany,Yes,No,No,Sometimes,1-5,Yes,No,Yes,No,No,Yes,Medium,No,No,Some of them,Some of them,Maybe,Maybe,No,No
43,Male,Mexico,Yes,No,No,Sometimes,More than 1000,Yes,Don't know,No,No,Don't know,Don't know,Medium,No,No,Some of them,Yes,No,Maybe,Don't know,No
56,Male,United States,No,No,Yes,Rarely,More than 1000,Yes,Yes,Yes,Don't know,Yes,Yes,Medium,No,No,Yes,Yes,Yes,Yes,Yes,No
32,Female,United Kingdom,No,Yes,Yes,Sometimes,100-500,No,Don't know,No,No,No,Don't know,Medium,Maybe,No,Some of them,Some of them,No,Yes,Don't know,Yes
39,Male,United States,No,No,No,Sometimes,More than 1000,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Medium,No,No,Some of them,Yes,No,No,Don't know,No
30,Male,United States,Yes,Yes,Yes,Sometimes,6-25,Yes,Don't know,Not sure,No,Don't know,Don't know,Difficult,Yes,No,No,No,No,Maybe,Don't know,No
31,Male,United States,No,No,No,Sometimes,26-100,No,Yes,No,Yes,No,Yes,Medium,Maybe,No,Some of them,Some of them,No,Maybe,No,No
31,Male,United States,No,No,Yes,Never,26-100,No,Yes,Yes,No,Don't know,Yes,Easy,Maybe,No,No,No,No,No,Don't know,No
29,Male,United States,No,Yes,Yes,Sometimes,26-100,No,Don't know,Not sure,Don't know,Don't know,Don't know,Medium,Maybe,No,Some of them,Some of them,No,No,Yes,No
30,Male,United States,No,No,No,Never,26-100,Yes,Yes,Yes,Don't know,Don't know,Yes,Easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
37,Male,United States,No,No,No,Never,500-1000,Yes,Yes,No,Yes,Don't know,Don't know,Medium,Maybe,No,Some of them,Yes,No,No,Yes,Yes
36,Male,United States,Yes,No,No,Never,1-5,No,Yes,No,No,Don't know,Don't know,Medium,No,No,Some of them,Yes,Yes,Yes,Yes,No
35,Male,United States,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No,Don't know,Don't know,Medium,Maybe,Maybe,Some of them,No,No,Maybe,No,No
31,Male,United Kingdom,No,No,Yes,Rarely,6-25,No,Don't know,Not sure,No,No,Don't know,Medium,No,No,Some of them,Yes,No,No,Don't know,No
26,Male,India,Yes,No,No,Sometimes,100-500,No,No,No,No,No,Yes,Easy,No,No,Some of them,Yes,No,No,Yes,No
39,Male,United States,No,Yes,No,Sometimes,More than 1000,No,Yes,No,Yes,Yes,Don't know,Medium,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Don't know,Yes
32,Male,United States,Yes,Yes,Yes,Rarely,1-5,Yes,No,Yes,No,No,Don't know,Difficult,Yes,No,Some of them,No,No,Maybe,Don't know,No
29,Male,United States,No,Yes,No,Sometimes,100-500,No,Don't know,Not sure,Don't know,Don't know,Don't know,Medium,No,No,Some of them,Yes,No,No,Don't know,No
30,Male,United States,No,Yes,No,Never,100-500,No,Yes,No,Don't know,Yes,Don't know,Difficult,Yes,Yes,Some of them,No,Maybe,Maybe,No,No
40,Male,United States,No,Yes,Yes,Often,500-1000,Yes,Don't know,Not sure,No,Don't know,Don't know,Medium,Maybe,Maybe,Some of them,Some of them,No,Yes,Don't know,No
33,Male,United States,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Medium,No,No,Some of them,Yes,No,No,Yes,No
34,Male,Germany,Yes,No,Yes,Sometimes,1-5,Yes,No,Not sure,No,No,Yes,Medium,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
50,Male,United States,Yes,No,No,Never,1-5,Yes,No,Yes,No,No,Yes,Medium,No,No,Some of them,Yes,No,Maybe,Yes,No
24,Male,United States,No,No,No,Sometimes,26-100,Yes,Don't know,No,No,Don't know,Don't know,Medium,No,No,Some of them,Yes,No,Maybe,No,No
43,Male,United Kingdom,No,Yes,Yes,Rarely,26-100,No,No,No,No,No,Don't know,Difficult,Yes,Yes,Some of them,No,No,No,No,Yes
25,Female,United States,Yes,No,Yes,Often,1-5,No,Yes,Yes,Yes,Yes,Yes,Easy,Maybe,Maybe,Some of them,Some of them,No,No,Yes,Yes
24,Male,United Kingdom,Yes,No,No,Sometimes,1-5,Yes,No,Yes,No,No,Yes,Easy,No,No,No,No,No,Maybe,Yes,No
51,Male,United States,Yes,No,No,Never,1-5,No,No,Yes,No,No,Yes,Medium,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No
49,Male,United States,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Yes,Medium,Yes,Maybe,No,No,No,Maybe,No,Yes
30,Male,United States,No,No,No,Sometimes,More than 1000,Yes,Yes,No,Yes,Yes,Don't know,Medium,Yes,Maybe,No,No,No,No,Don't know,No
25,Female,United States,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Don't know,Medium,Yes,Yes,No,No,No,No,No,No
36,Male,United States,No,No,Yes,Rarely,500-1000,Yes,Yes,Yes,Don't know,Don't know,Don't know,Medium,Maybe,No,No,No,No,Maybe,Don't know,No
48,Male,United States,No,No,Yes,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Medium,Maybe,Maybe,Yes,Yes,No,Maybe,Yes,Yes
48,Male,Australia,No,No,Yes,Sometimes,6-25,No,No,No,No,No,Don't know,Medium,Yes,No,Some of them,No,No,Maybe,No,Yes
53,Male,United States,No,No,Yes,Rarely,6-25,Yes,Yes,Yes,No,Yes,Don't know,Medium,Maybe,Maybe,Some of them,No,No,No,Don't know,No
24,Female,United Kingdom,No,Yes,Yes,Often,6-25,Yes,No,No,No,No,Don't know,Easy,No,No,Yes,Yes,No,No,Don't know,No
33,Male,United States,No,Yes,Yes,Sometimes,26-100,No,Don't know,Yes,No,Yes,Don't know,Medium,No,No,Yes,Yes,No,No,Don't know,No
25,Female,Canada,No,Yes,Yes,Sometimes,6-25,No,Yes,Yes,No,No,Yes,Medium,No,No,Some of them,Yes,No,No,Don't know,No
30,Male,United Kingdom,No,No,Yes,Sometimes,26-100,No,No,No,No,No,Don't know,Medium,Yes,Maybe,Some of them,No,No,Maybe,No,No
30,Male,United States,Yes,No,No,Never,1-5,Yes,No,Yes,No,No,Yes,Medium,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No
34,Male,United Kingdom,Yes,No,Yes,Sometimes,1-5,Yes,No,No,No,No,Yes,Medium,No,No,Some of them,Some of them,No,No,Yes,No
31,Male,United States,No,No,No,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No
22,Female,United States,No,Yes,Yes,Often,More than 1000,No,Don't know,Not sure,No,Don't know,Don't know,Medium,Yes,Yes,No,No,No,No,Don't know,No
28,Male,United States,No,Yes,No,Sometimes,6-25,No,Don't know,Not sure,No,Don't know,Don't know,Medium,No,No,Some of them,Yes,No,Yes,Don't know,No
33,Male,United States,No,Yes,No,Sometimes,500-1000,No,Yes,No,Don't know,Don't know,Don't know,Easy,No,No,Yes,Yes,Yes,Yes,Yes,No
29,Male,United States,No,No,No,Sometimes,More than 1000,No,Yes,No,Yes,No,Don't know,Medium,Yes,Maybe,No,No,No,No,Don't know,No
29,Male,United States,No,No,No,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Don't know,Medium,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No
25,Male,United States,No,No,No,Sometimes,100-500,Yes,Yes,No,No,No,Yes,Medium,No,No,Yes,Yes,Maybe,Maybe,Don't know,No
31,Male,United States,No,Yes,No,Never,100-500,No,Don't know,No,Don't know,Don't know,Don't know,Easy,No,No,Some of them,Yes,No,No,Don't know,No
34,Male,United States,No,No,No,Often,1-5,No,Don't know,No,No,Yes,Don't know,Easy,No,No,Some of them,Yes,No,Maybe,Yes,No
43,Male,United States,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,No,Yes,Yes,Difficult,Yes,Maybe,Some of them,No,No,Maybe,No,Yes
38,Male,United States,No,Yes,Yes,Sometimes,100-500,No,No,Not sure,No,No,Don't know,Difficult,Yes,Yes,No,Some of them,No,Maybe,No,No
26,Male,United States,No,Yes,Yes,Sometimes,More than 1000,No,Don't know,Not sure,No,Yes,Yes,Difficult,Maybe,No,Some of them,Some of them,Yes,Yes,No,Yes
42,Male,United States,No,No,Yes,Often,6-25,No,Don't know,No,No,Don't know,Don't know,Medium,Yes,Maybe,No,No,No,Maybe,Don't know,No
33,Male,Netherlands,No,Yes,Yes,Sometimes,6-25,No,Don't know,No,No,Don't know,Don't know,Medium,No,No,Yes,Yes,Maybe,Maybe,Yes,Yes
32,Male,United States,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Medium,Maybe,No,Some of them,Some of them,No,No,Don't know,No
44,Male,United States,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Yes,Yes,Yes,Yes,Medium,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No
28,Male,United States,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Don't know,Don't know,Don't know,Medium,Maybe,No,Some of them,No,No,No,No,No
40,Male,United States,No,Yes,Yes,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Difficult,Yes,No,Some of them,Some of them,No,Maybe,Don't know,Yes
31,Female,United States,No,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,No,Don't know,Yes,Medium,Maybe,No,Some of them,Yes,No,No,Yes,No
32,Male,United States,No,Yes,No,Sometimes,100-500,No,Yes,Yes,Yes,Yes,Don't know,Medium,Yes,No,Some of them,No,No,No,Don't know,No
28,Male,United States,No,Yes,Yes,Sometimes,More than 1000,No,Don't know,No,Don't know,Don't know,Don't know,Medium,Maybe,No,Some of them,No,No,Maybe,No,No
39,Male,United States,No,Yes,Yes,Often,26-100,No,Yes,Yes,No,No,Yes,Medium,Yes,No,Some of them,No,No,No,No,No
43,Male,United States,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Don't know,Medium,No,No,Yes,Yes,Maybe,Yes,Yes,No
35,Male,United States,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Don't know,Yes,Don't know,Difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
40,Male,United States,No,Yes,Yes,Sometimes,6-25,No,Yes,Yes,Don't know,Don't know,Yes,Easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No
34,Male,Netherlands,No,No,Yes,Rarely,26-100,No,No,Yes,No,No,Yes,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
61,Male,South Africa,Yes,No,Yes,Sometimes,1-5,Yes,No,No,No,No,Don't know,Difficult,Yes,Maybe,Some of them,Yes,No,Maybe,No,Yes
36,Female,United States,No,Yes,Yes,Rarely,6-25,No,Don't know,No,No,Don't know,Don't know,Medium,Yes,Maybe,Some of them,No,No,No,Don't know,No
38,Male,United States,No,No,No,Sometimes,6-25,No,No,No,No,No,Yes,Medium,Maybe,No,Some of them,Yes,Maybe,Maybe,Don't know,No
33,Male,Germany,No,Yes,Yes,Often,26-100,No,Don't know,Not sure,Yes,No,Yes,Medium,No,No,Some of them,Yes,Yes,Yes,Yes,No
34,Male,Netherlands,Yes,Yes,Yes,Rarely,1-5,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Yes,Some of them,No,Maybe,Yes,No
26,Male,United States,No,No,Yes,Rarely,More than 1000,No,Yes,Not sure,Don't know,Don't know,Don't know,Medium,No,No,Some of them,Some of them,No,Maybe,No,No
33,Male,United Kingdom,No,No,No,Sometimes,More than 1000,No,Don't know,Not sure,Don't know,Don't know,Don't know,Medium,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
32,Male,United Kingdom,No,No,No,Sometimes,6-25,No,Don't know,No,No,No,Don't know,Easy,No,No,No,Yes,No,Maybe,No,No
25,Male,Germany,Yes,No,No,Sometimes,6-25,Yes,No,Yes,No,No,Yes,Medium,No,No,Some of them,Yes,Yes,Yes,Yes,No
24,Male,United Kingdom,Yes,Yes,No,Often,1-5,Yes,Don't know,Not sure,No,No,Don't know,Medium,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No
33,Male,United Kingdom,Yes,Yes,Yes,Sometimes,1-5,Yes,No,Yes,No,No,No,Difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,Yes
26,Female,United Kingdom,Yes,Yes,Yes,Sometimes,1-5,Yes,No,No,No,No,Don't know,Easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No
25,Male,United Kingdom,No,No,No,Never,6-25,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Easy,No,No,Yes,Yes,No,No,Don't know,No
33,Female,United Kingdom,Yes,No,Yes,Sometimes,1-5,Yes,No,Yes,Yes,Yes,Yes,Easy,No,No,Some of them,Yes,No,No,Don't know,No
43,Male,United States,No,No,No,Sometimes,More than 1000,Yes,No,Not sure,No,No,Don't know,Difficult,Yes,Maybe,No,No,No,Maybe,No,Yes
30,Male,United Kingdom,Yes,No,Yes,Sometimes,6-25,No,No,Yes,No,No,No,Difficult,Yes,Yes,No,No,No,No,Yes,Yes
40,Male,United States,No,Yes,Yes,Rarely,6-25,No,Don't know,Not sure,No,Don't know,Don't know,Medium,No,No,Yes,Yes,No,Maybe,Don't know,No
49,Male,United States,No,Yes,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Medium,No,No,Yes,Yes,No,No,Yes,No
29,Male,Germany,No,No,No,Sometimes,6-25,No,Don't know,Not sure,No,No,Don't know,Medium,No,No,Some of them,Yes,Maybe,Yes,Don't know,No
26,Male,Germany,No,No,No,Sometimes,500-1000,No,Don't know,No,Don't know,Don't know,Don't know,Medium,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No
38,Male,United States,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Medium,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,Yes
26,Male,Belgium,No,No,No,Never,6-25,No,Yes,No,No,No,No,Medium,Maybe,No,No,No,No,No,Don't know,No
28,Male,United Kingdom,No,Yes,Yes,Often,26-100,No,No,No,No,No,Don't know,Medium,Maybe,Maybe,Yes,Yes,No,No,No,No
40,Male,United States,No,Yes,Yes,Sometimes,1-5,Yes,No,No,No,No,Don't know,Medium,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No
37,Female,Canada,Yes,Yes,Yes,Rarely,1-5,Yes,No,Yes,No,No,Yes,Medium,Yes,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,Yes
28,Male,United States,No,Yes,Yes,Often,100-500,No,Don't know,Not sure,No,Don't know,Don't know,Medium,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No
27,Male,Canada,No,No,No,Never,26-100,No,Yes,Not sure,Yes,No,Yes,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
29,Male,United Kingdom,No,No,Yes,Sometimes,6-25,Yes,No,No,No,No,Don't know,Easy,No,No,Yes,Yes,No,Yes,Yes,No
39,Female,United Kingdom,No,Yes,No,Rarely,500-1000,Yes,Don't know,Not sure,No,No,Don't know,Medium,Yes,Yes,No,No,No,No,No,Yes
28,Male,United Kingdom,No,No,No,Often,6-25,No,No,No,No,No,No,Medium,Yes,No,No,No,No,Yes,Yes,No
23,Male,United States,No,Yes,No,Sometimes,26-100,No,Yes,Not sure,Yes,Yes,Yes,Medium,No,No,No,No,No,Maybe,Don't know,No
38,Male,United Kingdom,No,No,No,Sometimes,1-5,Yes,No,No,No,No,Yes,Medium,No,No,Some of them,Yes,No,No,Don't know,No
19,Male,United Kingdom,No,No,No,Sometimes,6-25,No,Yes,No,No,Yes,Don't know,Easy,No,No,Yes,Yes,No,No,Yes,No
30,Female,United States,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Don't know,Yes,Easy,No,No,Some of them,No,No,No,Yes,No
28,Male,United Kingdom,Yes,No,No,Sometimes,1-5,Yes,No,Yes,No,No,Yes,Easy,Maybe,Maybe,No,No,No,No,Yes,No
20,Male,India,No,No,Yes,Sometimes,26-100,No,Don't know,No,No,No,Don't know,Medium,Yes,No,No,No,No,Maybe,Yes,No
35,Male,United Kingdom,Yes,No,No,Sometimes,1-5,No,Don't know,Not sure,No,Don't know,Don't know,Medium,No,No,Some of them,Yes,No,No,Don't know,No
39,Male,United States,No,No,Yes,Rarely,100-500,Yes,Yes,Yes,No,No,Yes,Easy,Maybe,No,Some of them,Yes,No,No,Don't know,No
32,Male,United Kingdom,No,No,No,Rarely,500-1000,No,No,No,No,No,Don't know,Medium,Yes,No,No,No,No,No,Don't know,No
27,Male,Sweden,No,No,No,Sometimes,6-25,No,No,No,No,No,Don't know,Medium,No,No,No,No,No,No,Don't know,No
25,Male,United States,No,Yes,Yes,Often,6-25,Yes,Yes,Yes,No,Don't know,Yes,Medium,No,No,Yes,Yes,Maybe,Maybe,Don't know,No
42,Male,United States,No,Yes,Yes,Sometimes,6-25,Yes,Don't know,No,No,Don't know,Don't know,Medium,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No
34,Male,United States,No,Yes,Yes,Often,100-500,No,Yes,Yes,No,No,Yes,Easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,No
26,Female,United States,No,No,Yes,Sometimes,26-100,Yes,Don't know,No,No,Don't know,Don't know,Medium,Maybe,No,Some of them,No,Maybe,Maybe,Don't know,Yes
35,Male,United Kingdom,No,Yes,Yes,Sometimes,1-5,No,No,Yes,No,No,Yes,Easy,Yes,Yes,Some of them,Some of them,No,Maybe,Yes,Yes
34,Male,United Kingdom,No,No,No,Never,500-1000,No,Don't know,No,No,Don't know,Don't know,Easy,Maybe,No,Yes,Yes,No,No,Yes,No
34,Male,United States,No,No,No,Sometimes,100-500,No,Don't know,No,No,No,Don't know,Medium,Yes,No,Some of them,No,No,Maybe,Don't know,No
39,Male,United States,No,Yes,Yes,Sometimes,6-25,Yes,No,Yes,No,No,Yes,Medium,No,No,Some of them,Yes,Maybe,Yes,Yes,No
44,Female,United States,No,No,No,Sometimes,100-500,No,Don't know,Not sure,No,No,Don't know,Medium,Yes,No,No,No,No,No,Don't know,No
33,Female,United States,Yes,No,No,Never,1-5,Yes,No,Yes,Don't know,Don't know,Yes,Medium,Maybe,No,No,Some of them,No,No,Yes,No
38,Female,United States,No,Yes,No,Sometimes,26-100,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Medium,No,No,Some of them,Yes,No,No,Don't know,No
31,Male,United States,No,No,No,Sometimes,More than 1000,No,Yes,Not sure,Yes,Yes,Yes,Medium,Yes,Maybe,Some of them,Some of them,No,Maybe,Yes,No
23,Male,Israel,No,No,No,Sometimes,100-500,No,Don't know,Not sure,No,No,Yes,Easy,Maybe,No,Some of them,Yes,Maybe,Yes,Don't know,No
26,Female,United States,No,No,No,Sometimes,6-25,No,Don't know,Not sure,No,No,Don't know,Medium,No,No,Yes,Yes,No,Maybe,Yes,No
30,Male,United States,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,No,Don't know,Medium,Maybe,No,Some of them,No,No,Maybe,Don't know,No
25,Male,United States,No,No,No,Rarely,26-100,Yes,Don't know,No,No,No,Don't know,Medium,Yes,No,Some of them,Some of them,No,Yes,Don't know,Yes
19,Male,Canada,No,No,No,Never,26-100,Yes,Don't know,No,No,No,Don't know,Medium,No,No,Some of them,Some of them,No,Maybe,No,No
32,Male,United States,No,No,No,Never,6-25,No,Yes,Yes,Yes,Yes,Don't know,Medium,No,No,Yes,Yes,No,Maybe,Yes,No
32,Male,United Kingdom,No,No,No,Sometimes,6-25,No,No,No,No,No,Don't know,Medium,Maybe,Maybe,No,No,No,Maybe,Don't know,No
37,Male,United States,No,Yes,No,Sometimes,26-100,Yes,Don't know,No,No,No,Don't know,Medium,Maybe,No,Some of them,Some of them,No,Maybe,No,No
42,Male,United States,No,Yes,Yes,Sometimes,6-25,Yes,Don't know,No,No,Don't know,Don't know,Medium,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
25,Female,United States,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Don't know,Medium,Maybe,No,Some of them,Yes,Maybe,No,Yes,No
19,Male,United States,No,No,No,Sometimes,1-5,No,Don't know,Not sure,No,No,Don't know,Medium,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
40,Female,United States,No,Yes,No,Never,100-500,Yes,Yes,Yes,Yes,No,Don't know,Medium,Yes,Yes,No,No,No,No,Don't know,No
26,Male,United States,No,Yes,No,Sometimes,6-25,No,Don't know,Not sure,No,No,Don't know,Medium,No,No,Some of them,Yes,No,No,Yes,No
31,Male,United States,No,Yes,Yes,Rarely,6-25,No,Don't know,Not sure,Don't know,Don't know,Yes,Medium,No,No,Yes,Yes,Maybe,Maybe,Yes,No
31,Female,United States,No,Yes,Yes,Often,26-100,No,No,No,No,No,No,Difficult,Yes,No,No,No,No,Yes,No,Yes
35,Male,Canada,No,Yes,No,Sometimes,6-25,Yes,No,Yes,No,No,Don't know,Medium,Maybe,No,No,Some of them,No,No,Don't know,No
26,Male,Australia,No,Yes,Yes,Sometimes,26-100,Yes,No,No,No,No,Yes,Medium,No,No,Yes,Yes,No,Maybe,Yes,No
34,Female,United States,No,No,No,Sometimes,1-5,No,No,Not sure,No,No,Don't know,Easy,No,No,Some of them,Yes,No,Maybe,Yes,No
35,Male,United States,No,No,No,Sometimes,6-25,Yes,No,No,No,No,Don't know,Medium,No,No,No,No,No,No,Don't know,No
28,Female,United States,No,Yes,Yes,Sometimes,26-100,Yes,Don't know,No,No,No,Don't know,Medium,Yes,No,Some of them,Some of them,No,Maybe,No,No
33,Male,United States,No,No,No,Sometimes,6-25,Yes,Yes,No,Don't know,Yes,Yes,Medium,No,No,Some of them,Yes,No,No,Yes,No
40,Male,United States,No,Yes,Yes,Sometimes,More than 1000,Yes,Yes,Yes,No,Yes,Don't know,Medium,Yes,No,No,No,No,Maybe,Don't know,No
26,Male,United States,No,No,Yes,Sometimes,6-25,No,Yes,Yes,No,No,Yes,Medium,Maybe,No,Some of them,No,No,Maybe,Don't know,No
26,Female,Canada,No,Yes,Yes,Sometimes,100-500,No,Yes,Not sure,No,No,Yes,Medium,Maybe,No,Some of them,No,No,Maybe,Don't know,No
33,Male,Italy,No,Yes,Yes,Sometimes,6-25,No,No,Not sure,No,No,Don't know,Medium,No,No,Some of them,Yes,No,No,Don't know,No
28,Male,Brazil,No,Yes,No,Sometimes,100-500,No,No,No,No,No,Don't know,Medium,No,No,Some of them,Some of them,No,No,Don't know,Yes
39,Male,United Kingdom,Yes,Yes,Yes,Sometimes,1-5,Yes,No,Yes,Yes,Yes,Yes,Medium,No,No,Yes,Yes,No,Maybe,Yes,Yes
26,Female,United States,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,No,Don't know,Medium,No,No,Some of them,Yes,No,Maybe,No,Yes
35,Male,Switzerland,No,Yes,Yes,Often,More than 1000,No,Don't know,Not sure,No,No,Yes,Easy,No,No,Some of them,Some of them,No,Maybe,No,No
36,Male,United States,No,No,No,Never,1-5,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Easy,No,No,Some of them,Some of them,No,No,Don't know,No
39,Male,United States,No,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,No,Don't know,Yes,Easy,No,No,Some of them,Yes,No,No,Yes,No
27,Male,United States,No,No,No,Never,6-25,No,Don't know,No,No,Don't know,Don't know,Medium,Maybe,No,Some of them,Yes,Maybe,Maybe,Don't know,No
33,Male,United States,Yes,No,No,Never,6-25,Yes,Don't know,No,No,No,No,Easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No
31,Male,Canada,No,Yes,Yes,Often,More than 1000,No,Yes,Not sure,Don't know,Don't know,Don't know,Medium,Maybe,No,Some of them,No,No,Maybe,Don't know,No
28,Female,United States,No,No,Yes,Rarely,6-25,No,Yes,Yes,Don't know,Yes,Yes,Easy,No,No,Some of them,Some of them,No,Yes,Don't know,No
27,Male,United States,No,No,Yes,Sometimes,100-500,No,Don't know,Not sure,No,No,Yes,Difficult,Maybe,No,Some of them,No,No,Maybe,No,No
44,Male,United States,Yes,No,No,Never,1-5,Yes,Don't know,No,No,No,Yes,Medium,No,No,No,No,No,No,Don't know,No
25,Male,United States,No,No,Yes,Often,6-25,Yes,Don't know,No,No,No,Don't know,Medium,Maybe,No,Some of them,No,No,Maybe,Don't know,No
24,Male,Germany,No,Yes,Yes,Sometimes,6-25,No,No,No,No,No,Don't know,Medium,Maybe,No,Yes,Yes,No,No,Don't know,No
34,Male,United States,No,No,No,Never,6-25,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Medium,Maybe,Maybe,No,Some of them,No,Maybe,Don't know,No
34,Male,Greece,No,No,No,Sometimes,26-100,Yes,No,No,No,No,Don't know,Difficult,Yes,Maybe,Some of them,No,No,Maybe,No,No
39,Female,United States,No,No,Yes,Sometimes,6-25,Yes,No,No,No,No,Don't know,Medium,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No
43,Male,United States,No,No,No,Sometimes,More than 1000,Yes,Yes,Not sure,No,Yes,Don't know,Medium,Maybe,No,No,No,No,No,Don't know,No
41,Male,United States,No,No,No,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Don't know,Medium,Maybe,Maybe,Some of them,No,No,No,Yes,Yes
31,Male,United States,No,No,Yes,Sometimes,100-500,No,Yes,Yes,No,No,Don't know,Medium,Maybe,No,Some of them,No,No,Maybe,No,No
40,Male,United States,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Medium,Yes,Yes,No,No,No,Maybe,No,Yes
43,Male,United States,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Not sure,No,Don't know,Don't know,Medium,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know,No
27,Female,United States,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Difficult,Maybe,No,Yes,Some of them,No,Maybe,No,Yes
37,Female,United States,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No,Don't know,Don't know,Medium,Yes,Maybe,No,No,No,Maybe,Don't know,No
32,Male,Netherlands,Yes,No,Yes,Sometimes,1-5,No,No,No,No,No,Yes,Difficult,Maybe,No,Some of them,Yes,No,Maybe,No,No
25,Male,United States,No,Yes,Yes,Often,1-5,No,No,Yes,No,No,Yes,Easy,Maybe,No,Yes,Yes,No,Maybe,No,No
29,Male,Netherlands,No,Yes,Yes,Often,1-5,No,Don't know,Not sure,Don't know,Yes,Don't know,Difficult,No,Maybe,Yes,Yes,Maybe,No,Yes,No
37,Male,Germany,No,No,No,Sometimes,6-25,No,Don't know,No,No,No,Yes,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
